TransactionID,BranchID,City,Date,Amount,Status
DE020000,DE-2,Delhi,2024-01-01,3055,Success
DE020001,DE-2,Delhi,2024-01-02,881,Success
DE020002,DE-2,Delhi,2024-01-03,8537,Failed
DE020003,DE-2,Delhi,2024-01-04,6047,Success
DE020004,DE-2,Delhi,2024-01-05,3209,Failed
DE020005,DE-2,Delhi,2024-01-06,6486,Failed
DE020006,DE-2,Delhi,2024-01-07,9513,Failed
DE020007,DE-2,Delhi,2024-01-08,6772,Success
DE020008,DE-2,Delhi,2024-01-09,1740,Success
DE020009,DE-2,Delhi,2024-01-10,7650,Failed
DE020010,DE-2,Delhi,2024-01-11,878,Success
DE020011,DE-2,Delhi,2024-01-12,8506,Success
DE020012,DE-2,Delhi,2024-01-13,9922,Success
DE020013,DE-2,Delhi,2024-01-14,3509,Success
DE020014,DE-2,Delhi,2024-01-15,3895,Failed
DE020015,DE-2,Delhi,2024-01-16,8285,Failed
DE020016,DE-2,Delhi,2024-01-17,4427,Success
DE020017,DE-2,Delhi,2024-01-18,2548,Failed
DE020018,DE-2,Delhi,2024-01-19,2094,Failed
DE020019,DE-2,Delhi,2024-01-20,2536,Success
DE020020,DE-2,Delhi,2024-01-21,8532,Success
DE020021,DE-2,Delhi,2024-01-22,694,Success
DE020022,DE-2,Delhi,2024-01-23,9870,Failed
DE020023,DE-2,Delhi,2024-01-24,6625,Failed
DE020024,DE-2,Delhi,2024-01-25,9770,Failed
DE020025,DE-2,Delhi,2024-01-26,7034,Failed
DE020026,DE-2,Delhi,2024-01-27,2463,Failed
DE020027,DE-2,Delhi,2024-01-28,2685,Failed
DE020028,DE-2,Delhi,2024-01-29,4895,Success
DE020029,DE-2,Delhi,2024-01-30,9236,Failed
DE020030,DE-2,Delhi,2024-01-31,6443,Success
DE020031,DE-2,Delhi,2024-02-01,9873,Success
DE020032,DE-2,Delhi,2024-02-02,6442,Success
DE020033,DE-2,Delhi,2024-02-03,8561,Success
DE020034,DE-2,Delhi,2024-02-04,9688,Success
DE020035,DE-2,Delhi,2024-02-05,9229,Failed
DE020036,DE-2,Delhi,2024-02-06,4965,Success
DE020037,DE-2,Delhi,2024-02-07,7214,Success
DE020038,DE-2,Delhi,2024-02-08,9696,Failed
DE020039,DE-2,Delhi,2024-02-09,5525,Failed
DE020040,DE-2,Delhi,2024-02-10,4691,Failed
DE020041,DE-2,Delhi,2024-02-11,8964,Failed
DE020042,DE-2,Delhi,2024-02-12,1567,Failed
DE020043,DE-2,Delhi,2024-02-13,2058,Failed
DE020044,DE-2,Delhi,2024-02-14,2058,Success
DE020045,DE-2,Delhi,2024-02-15,9454,Failed
DE020046,DE-2,Delhi,2024-02-16,2005,Success
DE020047,DE-2,Delhi,2024-02-17,397,Success
DE020048,DE-2,Delhi,2024-02-18,9167,Success
DE020049,DE-2,Delhi,2024-02-19,6540,Success
DE020050,DE-2,Delhi,2024-02-20,5410,Success
DE020051,DE-2,Delhi,2024-02-21,8491,Failed
DE020052,DE-2,Delhi,2024-02-22,823,Failed
DE020053,DE-2,Delhi,2024-02-23,7905,Failed
DE020054,DE-2,Delhi,2024-02-24,2253,Success
DE020055,DE-2,Delhi,2024-02-25,5877,Failed
DE020056,DE-2,Delhi,2024-02-26,8969,Failed
DE020057,DE-2,Delhi,2024-02-27,7696,Failed
DE020058,DE-2,Delhi,2024-02-28,1355,Success
DE020059,DE-2,Delhi,2024-02-29,5243,Success
DE020060,DE-2,Delhi,2024-03-01,8253,Failed
DE020061,DE-2,Delhi,2024-03-02,4958,Success
DE020062,DE-2,Delhi,2024-03-03,2905,Failed
DE020063,DE-2,Delhi,2024-03-04,8048,Failed
DE020064,DE-2,Delhi,2024-03-05,3754,Failed
DE020065,DE-2,Delhi,2024-03-06,3349,Success
DE020066,DE-2,Delhi,2024-03-07,8391,Success
DE020067,DE-2,Delhi,2024-03-08,7320,Success
DE020068,DE-2,Delhi,2024-03-09,793,Failed
DE020069,DE-2,Delhi,2024-03-10,4468,Success
DE020070,DE-2,Delhi,2024-03-11,4625,Success
DE020071,DE-2,Delhi,2024-03-12,643,Failed
DE020072,DE-2,Delhi,2024-03-13,4486,Failed
DE020073,DE-2,Delhi,2024-03-14,5587,Success
DE020074,DE-2,Delhi,2024-03-15,1983,Failed
DE020075,DE-2,Delhi,2024-03-16,5849,Failed
DE020076,DE-2,Delhi,2024-03-17,5637,Success
DE020077,DE-2,Delhi,2024-03-18,2724,Success
DE020078,DE-2,Delhi,2024-03-19,7363,Failed
DE020079,DE-2,Delhi,2024-03-20,626,Success
DE020080,DE-2,Delhi,2024-03-21,3702,Failed
DE020081,DE-2,Delhi,2024-03-22,7822,Success
DE020082,DE-2,Delhi,2024-03-23,3544,Failed
DE020083,DE-2,Delhi,2024-03-24,8608,Success
DE020084,DE-2,Delhi,2024-03-25,1921,Success
DE020085,DE-2,Delhi,2024-03-26,1915,Success
DE020086,DE-2,Delhi,2024-03-27,1744,Success
DE020087,DE-2,Delhi,2024-03-28,8605,Success
DE020088,DE-2,Delhi,2024-03-29,8904,Success
DE020089,DE-2,Delhi,2024-03-30,274,Success
DE020090,DE-2,Delhi,2024-03-31,6587,Success
DE020091,DE-2,Delhi,2024-04-01,1048,Success
DE020092,DE-2,Delhi,2024-04-02,7181,Success
DE020093,DE-2,Delhi,2024-04-03,5720,Success
DE020094,DE-2,Delhi,2024-04-04,3408,Success
DE020095,DE-2,Delhi,2024-04-05,4613,Success
DE020096,DE-2,Delhi,2024-04-06,8227,Success
DE020097,DE-2,Delhi,2024-04-07,5702,Success
DE020098,DE-2,Delhi,2024-04-08,7046,Success
DE020099,DE-2,Delhi,2024-04-09,9072,Success
DE020100,DE-2,Delhi,2024-04-10,6226,Failed
DE020101,DE-2,Delhi,2024-04-11,6097,Failed
DE020102,DE-2,Delhi,2024-04-12,3565,Failed
DE020103,DE-2,Delhi,2024-04-13,2132,Failed
DE020104,DE-2,Delhi,2024-04-14,5231,Failed
DE020105,DE-2,Delhi,2024-04-15,8731,Success
DE020106,DE-2,Delhi,2024-04-16,9787,Failed
DE020107,DE-2,Delhi,2024-04-17,1583,Failed
DE020108,DE-2,Delhi,2024-04-18,7055,Success
DE020109,DE-2,Delhi,2024-04-19,2441,Failed
DE020110,DE-2,Delhi,2024-04-20,7831,Success
DE020111,DE-2,Delhi,2024-04-21,8410,Success
DE020112,DE-2,Delhi,2024-04-22,9801,Failed
DE020113,DE-2,Delhi,2024-04-23,638,Failed
DE020114,DE-2,Delhi,2024-04-24,4414,Failed
DE020115,DE-2,Delhi,2024-04-25,2757,Success
DE020116,DE-2,Delhi,2024-04-26,6718,Failed
DE020117,DE-2,Delhi,2024-04-27,6721,Success
DE020118,DE-2,Delhi,2024-04-28,8419,Success
DE020119,DE-2,Delhi,2024-04-29,5148,Success
DE020120,DE-2,Delhi,2024-04-30,7140,Success
DE020121,DE-2,Delhi,2024-05-01,3322,Success
DE020122,DE-2,Delhi,2024-05-02,3378,Success
DE020123,DE-2,Delhi,2024-05-03,4365,Success
DE020124,DE-2,Delhi,2024-05-04,3101,Success
DE020125,DE-2,Delhi,2024-05-05,1463,Success
