TransactionID,BranchID,City,Date,Amount,Status
CH040000,CH-4,Chennai,2024-01-01,2049,Failed
CH040001,CH-4,Chennai,2024-01-02,4864,Failed
CH040002,CH-4,Chennai,2024-01-03,2548,Success
CH040003,CH-4,Chennai,2024-01-04,529,Success
CH040004,CH-4,Chennai,2024-01-05,4140,Success
CH040005,CH-4,Chennai,2024-01-06,2639,Failed
CH040006,CH-4,Chennai,2024-01-07,4070,Failed
CH040007,CH-4,Chennai,2024-01-08,2463,Failed
CH040008,CH-4,Chennai,2024-01-09,8314,Success
CH040009,CH-4,Chennai,2024-01-10,2501,Success
CH040010,CH-4,Chennai,2024-01-11,8045,Failed
CH040011,CH-4,Chennai,2024-01-12,436,Failed
CH040012,CH-4,Chennai,2024-01-13,7602,Success
CH040013,CH-4,Chennai,2024-01-14,7921,Failed
CH040014,CH-4,Chennai,2024-01-15,9586,Success
CH040015,CH-4,Chennai,2024-01-16,8755,Failed
CH040016,CH-4,Chennai,2024-01-17,3921,Failed
CH040017,CH-4,Chennai,2024-01-18,5670,Failed
CH040018,CH-4,Chennai,2024-01-19,8946,Success
CH040019,CH-4,Chennai,2024-01-20,3444,Failed
CH040020,CH-4,Chennai,2024-01-21,135,Success
CH040021,CH-4,Chennai,2024-01-22,3455,Failed
CH040022,CH-4,Chennai,2024-01-23,5625,Failed
CH040023,CH-4,Chennai,2024-01-24,8528,Failed
CH040024,CH-4,Chennai,2024-01-25,3573,Failed
CH040025,CH-4,Chennai,2024-01-26,3162,Success
CH040026,CH-4,Chennai,2024-01-27,4602,Failed
CH040027,CH-4,Chennai,2024-01-28,9361,Success
CH040028,CH-4,Chennai,2024-01-29,4323,Failed
CH040029,CH-4,Chennai,2024-01-30,2472,Success
CH040030,CH-4,Chennai,2024-01-31,584,Success
CH040031,CH-4,Chennai,2024-02-01,2304,Failed
CH040032,CH-4,Chennai,2024-02-02,3016,Success
CH040033,CH-4,Chennai,2024-02-03,8912,Success
CH040034,CH-4,Chennai,2024-02-04,4326,Failed
CH040035,CH-4,Chennai,2024-02-05,8638,Failed
CH040036,CH-4,Chennai,2024-02-06,9777,Failed
CH040037,CH-4,Chennai,2024-02-07,8689,Failed
CH040038,CH-4,Chennai,2024-02-08,120,Success
CH040039,CH-4,Chennai,2024-02-09,224,Success
CH040040,CH-4,Chennai,2024-02-10,7879,Success
CH040041,CH-4,Chennai,2024-02-11,7567,Failed
CH040042,CH-4,Chennai,2024-02-12,3056,Success
CH040043,CH-4,Chennai,2024-02-13,9635,Failed
CH040044,CH-4,Chennai,2024-02-14,8915,Failed
CH040045,CH-4,Chennai,2024-02-15,6892,Failed
CH040046,CH-4,Chennai,2024-02-16,7408,Failed
