TransactionID,BranchID,City,Date,Amount,Status
MU020000,MU-2,Mumbai,2024-01-01,9971,Success
MU020001,MU-2,Mumbai,2024-01-02,574,Success
MU020002,MU-2,Mumbai,2024-01-03,200,Failed
MU020003,MU-2,Mumbai,2024-01-04,4495,Failed
MU020004,MU-2,Mumbai,2024-01-05,5404,Success
MU020005,MU-2,Mumbai,2024-01-06,7575,Success
MU020006,MU-2,Mumbai,2024-01-07,7637,Success
MU020007,MU-2,Mumbai,2024-01-08,353,Failed
MU020008,MU-2,Mumbai,2024-01-09,5440,Success
MU020009,MU-2,Mumbai,2024-01-10,8235,Failed
MU020010,MU-2,Mumbai,2024-01-11,203,Failed
MU020011,MU-2,Mumbai,2024-01-12,7655,Failed
MU020012,MU-2,Mumbai,2024-01-13,6769,Failed
MU020013,MU-2,Mumbai,2024-01-14,9177,Success
MU020014,MU-2,Mumbai,2024-01-15,5949,Failed
MU020015,MU-2,Mumbai,2024-01-16,3434,Failed
MU020016,MU-2,Mumbai,2024-01-17,2985,Success
MU020017,MU-2,Mumbai,2024-01-18,1557,Success
MU020018,MU-2,Mumbai,2024-01-19,745,Success
MU020019,MU-2,Mumbai,2024-01-20,3160,Failed
MU020020,MU-2,Mumbai,2024-01-21,4516,Failed
MU020021,MU-2,Mumbai,2024-01-22,8168,Failed
MU020022,MU-2,Mumbai,2024-01-23,3722,Success
MU020023,MU-2,Mumbai,2024-01-24,2383,Failed
MU020024,MU-2,Mumbai,2024-01-25,3814,Failed
MU020025,MU-2,Mumbai,2024-01-26,6993,Failed
MU020026,MU-2,Mumbai,2024-01-27,5658,Failed
MU020027,MU-2,Mumbai,2024-01-28,9510,Failed
MU020028,MU-2,Mumbai,2024-01-29,9806,Success
MU020029,MU-2,Mumbai,2024-01-30,4626,Failed
MU020030,MU-2,Mumbai,2024-01-31,8925,Success
MU020031,MU-2,Mumbai,2024-02-01,9310,Success
MU020032,MU-2,Mumbai,2024-02-02,9662,Failed
MU020033,MU-2,Mumbai,2024-02-03,8783,Success
MU020034,MU-2,Mumbai,2024-02-04,7717,Failed
MU020035,MU-2,Mumbai,2024-02-05,8871,Failed
MU020036,MU-2,Mumbai,2024-02-06,6313,Failed
MU020037,MU-2,Mumbai,2024-02-07,1780,Failed
MU020038,MU-2,Mumbai,2024-02-08,2412,Success
MU020039,MU-2,Mumbai,2024-02-09,2388,Failed
MU020040,MU-2,Mumbai,2024-02-10,1743,Failed
MU020041,MU-2,Mumbai,2024-02-11,2607,Success
MU020042,MU-2,Mumbai,2024-02-12,9257,Success
MU020043,MU-2,Mumbai,2024-02-13,1703,Failed
MU020044,MU-2,Mumbai,2024-02-14,3615,Success
MU020045,MU-2,Mumbai,2024-02-15,9127,Success
MU020046,MU-2,Mumbai,2024-02-16,2513,Success
MU020047,MU-2,Mumbai,2024-02-17,4524,Failed
MU020048,MU-2,Mumbai,2024-02-18,5048,Success
MU020049,MU-2,Mumbai,2024-02-19,6532,Success
MU020050,MU-2,Mumbai,2024-02-20,6196,Failed
MU020051,MU-2,Mumbai,2024-02-21,4719,Failed
MU020052,MU-2,Mumbai,2024-02-22,3847,Success
MU020053,MU-2,Mumbai,2024-02-23,220,Success
MU020054,MU-2,Mumbai,2024-02-24,472,Success
MU020055,MU-2,Mumbai,2024-02-25,4773,Success
MU020056,MU-2,Mumbai,2024-02-26,2138,Success
MU020057,MU-2,Mumbai,2024-02-27,2741,Success
MU020058,MU-2,Mumbai,2024-02-28,6759,Failed
MU020059,MU-2,Mumbai,2024-02-29,2659,Success
MU020060,MU-2,Mumbai,2024-03-01,2413,Failed
MU020061,MU-2,Mumbai,2024-03-02,7538,Failed
MU020062,MU-2,Mumbai,2024-03-03,3826,Success
MU020063,MU-2,Mumbai,2024-03-04,7287,Success
MU020064,MU-2,Mumbai,2024-03-05,3649,Success
MU020065,MU-2,Mumbai,2024-03-06,6641,Failed
MU020066,MU-2,Mumbai,2024-03-07,823,Failed
MU020067,MU-2,Mumbai,2024-03-08,7082,Failed
MU020068,MU-2,Mumbai,2024-03-09,2330,Success
MU020069,MU-2,Mumbai,2024-03-10,4563,Failed
MU020070,MU-2,Mumbai,2024-03-11,5409,Success
MU020071,MU-2,Mumbai,2024-03-12,5383,Success
MU020072,MU-2,Mumbai,2024-03-13,4588,Success
MU020073,MU-2,Mumbai,2024-03-14,4109,Failed
MU020074,MU-2,Mumbai,2024-03-15,8890,Failed
MU020075,MU-2,Mumbai,2024-03-16,6020,Failed
MU020076,MU-2,Mumbai,2024-03-17,2915,Failed
MU020077,MU-2,Mumbai,2024-03-18,3629,Success
MU020078,MU-2,Mumbai,2024-03-19,536,Failed
MU020079,MU-2,Mumbai,2024-03-20,1947,Failed
MU020080,MU-2,Mumbai,2024-03-21,1104,Failed
MU020081,MU-2,Mumbai,2024-03-22,4396,Failed
MU020082,MU-2,Mumbai,2024-03-23,8844,Failed
MU020083,MU-2,Mumbai,2024-03-24,1792,Success
MU020084,MU-2,Mumbai,2024-03-25,5504,Success
MU020085,MU-2,Mumbai,2024-03-26,1868,Success
MU020086,MU-2,Mumbai,2024-03-27,9419,Failed
MU020087,MU-2,Mumbai,2024-03-28,2511,Failed
MU020088,MU-2,Mumbai,2024-03-29,4949,Success
MU020089,MU-2,Mumbai,2024-03-30,2027,Failed
MU020090,MU-2,Mumbai,2024-03-31,9975,Failed
MU020091,MU-2,Mumbai,2024-04-01,1220,Failed
MU020092,MU-2,Mumbai,2024-04-02,1383,Success
MU020093,MU-2,Mumbai,2024-04-03,1280,Failed
MU020094,MU-2,Mumbai,2024-04-04,1151,Success
MU020095,MU-2,Mumbai,2024-04-05,1913,Failed
MU020096,MU-2,Mumbai,2024-04-06,2118,Success
MU020097,MU-2,Mumbai,2024-04-07,3433,Success
MU020098,MU-2,Mumbai,2024-04-08,3918,Success
MU020099,MU-2,Mumbai,2024-04-09,1819,Failed
MU020100,MU-2,Mumbai,2024-04-10,4218,Success
MU020101,MU-2,Mumbai,2024-04-11,3868,Failed
MU020102,MU-2,Mumbai,2024-04-12,4293,Success
MU020103,MU-2,Mumbai,2024-04-13,8025,Failed
MU020104,MU-2,Mumbai,2024-04-14,1311,Failed
MU020105,MU-2,Mumbai,2024-04-15,6322,Failed
MU020106,MU-2,Mumbai,2024-04-16,7132,Success
MU020107,MU-2,Mumbai,2024-04-17,929,Success
MU020108,MU-2,Mumbai,2024-04-18,9150,Failed
MU020109,MU-2,Mumbai,2024-04-19,5335,Failed
MU020110,MU-2,Mumbai,2024-04-20,7676,Success
MU020111,MU-2,Mumbai,2024-04-21,1703,Failed
MU020112,MU-2,Mumbai,2024-04-22,1168,Success
MU020113,MU-2,Mumbai,2024-04-23,4855,Success
MU020114,MU-2,Mumbai,2024-04-24,9511,Failed
MU020115,MU-2,Mumbai,2024-04-25,5428,Failed
MU020116,MU-2,Mumbai,2024-04-26,8316,Success
MU020117,MU-2,Mumbai,2024-04-27,9627,Success
MU020118,MU-2,Mumbai,2024-04-28,9320,Success
MU020119,MU-2,Mumbai,2024-04-29,9784,Success
MU020120,MU-2,Mumbai,2024-04-30,2490,Success
MU020121,MU-2,Mumbai,2024-05-01,9083,Failed
MU020122,MU-2,Mumbai,2024-05-02,1596,Success
MU020123,MU-2,Mumbai,2024-05-03,646,Success
MU020124,MU-2,Mumbai,2024-05-04,8305,Success
MU020125,MU-2,Mumbai,2024-05-05,6991,Failed
MU020126,MU-2,Mumbai,2024-05-06,1757,Success
MU020127,MU-2,Mumbai,2024-05-07,3252,Success
MU020128,MU-2,Mumbai,2024-05-08,3442,Success
MU020129,MU-2,Mumbai,2024-05-09,9781,Success
MU020130,MU-2,Mumbai,2024-05-10,8449,Success
MU020131,MU-2,Mumbai,2024-05-11,8868,Failed
MU020132,MU-2,Mumbai,2024-05-12,678,Failed
MU020133,MU-2,Mumbai,2024-05-13,4032,Failed
MU020134,MU-2,Mumbai,2024-05-14,7719,Failed
MU020135,MU-2,Mumbai,2024-05-15,7251,Success
MU020136,MU-2,Mumbai,2024-05-16,2825,Success
MU020137,MU-2,Mumbai,2024-05-17,5273,Failed
MU020138,MU-2,Mumbai,2024-05-18,172,Success
MU020139,MU-2,Mumbai,2024-05-19,2121,Failed
MU020140,MU-2,Mumbai,2024-05-20,6418,Success
MU020141,MU-2,Mumbai,2024-05-21,5571,Success
MU020142,MU-2,Mumbai,2024-05-22,2718,Failed
MU020143,MU-2,Mumbai,2024-05-23,5091,Failed
MU020144,MU-2,Mumbai,2024-05-24,1886,Failed
MU020145,MU-2,Mumbai,2024-05-25,6690,Success
MU020146,MU-2,Mumbai,2024-05-26,7952,Failed
MU020147,MU-2,Mumbai,2024-05-27,2128,Failed
MU020148,MU-2,Mumbai,2024-05-28,8180,Failed
MU020149,MU-2,Mumbai,2024-05-29,9252,Failed
MU020150,MU-2,Mumbai,2024-05-30,8773,Failed
MU020151,MU-2,Mumbai,2024-05-31,5964,Failed
MU020152,MU-2,Mumbai,2024-06-01,1214,Failed
MU020153,MU-2,Mumbai,2024-06-02,1150,Failed
MU020154,MU-2,Mumbai,2024-06-03,2529,Failed
MU020155,MU-2,Mumbai,2024-06-04,477,Failed
MU020156,MU-2,Mumbai,2024-06-05,5553,Success
MU020157,MU-2,Mumbai,2024-06-06,4101,Failed
MU020158,MU-2,Mumbai,2024-06-07,8990,Success
MU020159,MU-2,Mumbai,2024-06-08,6540,Success
MU020160,MU-2,Mumbai,2024-06-09,8571,Failed
MU020161,MU-2,Mumbai,2024-06-10,2252,Failed
MU020162,MU-2,Mumbai,2024-06-11,9053,Failed
MU020163,MU-2,Mumbai,2024-06-12,1492,Success
MU020164,MU-2,Mumbai,2024-06-13,3439,Success
MU020165,MU-2,Mumbai,2024-06-14,3316,Success
MU020166,MU-2,Mumbai,2024-06-15,2906,Success
MU020167,MU-2,Mumbai,2024-06-16,6036,Success
MU020168,MU-2,Mumbai,2024-06-17,349,Success
MU020169,MU-2,Mumbai,2024-06-18,5262,Success
MU020170,MU-2,Mumbai,2024-06-19,419,Failed
MU020171,MU-2,Mumbai,2024-06-20,3319,Success
MU020172,MU-2,Mumbai,2024-06-21,973,Failed
MU020173,MU-2,Mumbai,2024-06-22,8426,Failed
MU020174,MU-2,Mumbai,2024-06-23,8146,Success
MU020175,MU-2,Mumbai,2024-06-24,6818,Failed
MU020176,MU-2,Mumbai,2024-06-25,949,Failed
MU020177,MU-2,Mumbai,2024-06-26,8471,Success
MU020178,MU-2,Mumbai,2024-06-27,1834,Failed
MU020179,MU-2,Mumbai,2024-06-28,5952,Success
MU020180,MU-2,Mumbai,2024-06-29,9210,Failed
MU020181,MU-2,Mumbai,2024-06-30,9688,Success
MU020182,MU-2,Mumbai,2024-07-01,6174,Success
MU020183,MU-2,Mumbai,2024-07-02,5990,Failed
MU020184,MU-2,Mumbai,2024-07-03,6340,Failed
MU020185,MU-2,Mumbai,2024-07-04,3590,Failed
MU020186,MU-2,Mumbai,2024-07-05,1364,Success
MU020187,MU-2,Mumbai,2024-07-06,7140,Success
MU020188,MU-2,Mumbai,2024-07-07,8835,Success
MU020189,MU-2,Mumbai,2024-07-08,9085,Success
MU020190,MU-2,Mumbai,2024-07-09,4644,Success
MU020191,MU-2,Mumbai,2024-07-10,9844,Success
MU020192,MU-2,Mumbai,2024-07-11,8272,Success
MU020193,MU-2,Mumbai,2024-07-12,580,Success
MU020194,MU-2,Mumbai,2024-07-13,7117,Failed
MU020195,MU-2,Mumbai,2024-07-14,7831,Success
MU020196,MU-2,Mumbai,2024-07-15,7312,Failed
