TransactionID,BranchID,City,Date,Amount,Status
MU010000,MU-1,Mumbai,2024-01-01,7716,Success
MU010001,MU-1,Mumbai,2024-01-02,5319,Success
MU010002,MU-1,Mumbai,2024-01-03,703,Failed
MU010003,MU-1,Mumbai,2024-01-04,5250,Success
MU010004,MU-1,Mumbai,2024-01-05,5678,Success
MU010005,MU-1,Mumbai,2024-01-06,5360,Failed
MU010006,MU-1,Mumbai,2024-01-07,6189,Success
MU010007,MU-1,Mumbai,2024-01-08,9029,Failed
MU010008,MU-1,Mumbai,2024-01-09,4844,Failed
MU010009,MU-1,Mumbai,2024-01-10,7781,Failed
MU010010,MU-1,Mumbai,2024-01-11,6526,Success
MU010011,MU-1,Mumbai,2024-01-12,6861,Success
MU010012,MU-1,Mumbai,2024-01-13,288,Failed
MU010013,MU-1,Mumbai,2024-01-14,5317,Success
MU010014,MU-1,Mumbai,2024-01-15,1023,Success
MU010015,MU-1,Mumbai,2024-01-16,6218,Failed
MU010016,MU-1,Mumbai,2024-01-17,7957,Success
MU010017,MU-1,Mumbai,2024-01-18,6898,Success
MU010018,MU-1,Mumbai,2024-01-19,1596,Failed
MU010019,MU-1,Mumbai,2024-01-20,6936,Failed
MU010020,MU-1,Mumbai,2024-01-21,9023,Failed
MU010021,MU-1,Mumbai,2024-01-22,8786,Failed
MU010022,MU-1,Mumbai,2024-01-23,3693,Failed
MU010023,MU-1,Mumbai,2024-01-24,3486,Failed
MU010024,MU-1,Mumbai,2024-01-25,6878,Failed
MU010025,MU-1,Mumbai,2024-01-26,2776,Failed
MU010026,MU-1,Mumbai,2024-01-27,1644,Failed
MU010027,MU-1,Mumbai,2024-01-28,2947,Failed
MU010028,MU-1,Mumbai,2024-01-29,4551,Success
MU010029,MU-1,Mumbai,2024-01-30,4213,Failed
MU010030,MU-1,Mumbai,2024-01-31,1797,Success
MU010031,MU-1,Mumbai,2024-02-01,334,Failed
MU010032,MU-1,Mumbai,2024-02-02,3312,Failed
MU010033,MU-1,Mumbai,2024-02-03,9566,Failed
MU010034,MU-1,Mumbai,2024-02-04,6508,Success
MU010035,MU-1,Mumbai,2024-02-05,5132,Success
MU010036,MU-1,Mumbai,2024-02-06,2036,Success
MU010037,MU-1,Mumbai,2024-02-07,4882,Failed
MU010038,MU-1,Mumbai,2024-02-08,3786,Failed
MU010039,MU-1,Mumbai,2024-02-09,8509,Failed
MU010040,MU-1,Mumbai,2024-02-10,9947,Success
MU010041,MU-1,Mumbai,2024-02-11,7549,Failed
MU010042,MU-1,Mumbai,2024-02-12,9500,Success
MU010043,MU-1,Mumbai,2024-02-13,6333,Success
MU010044,MU-1,Mumbai,2024-02-14,5503,Failed
MU010045,MU-1,Mumbai,2024-02-15,8619,Success
MU010046,MU-1,Mumbai,2024-02-16,9452,Success
MU010047,MU-1,Mumbai,2024-02-17,4408,Success
MU010048,MU-1,Mumbai,2024-02-18,2975,Success
MU010049,MU-1,Mumbai,2024-02-19,4621,Failed
MU010050,MU-1,Mumbai,2024-02-20,5059,Success
MU010051,MU-1,Mumbai,2024-02-21,9498,Failed
MU010052,MU-1,Mumbai,2024-02-22,5503,Failed
MU010053,MU-1,Mumbai,2024-02-23,213,Failed
MU010054,MU-1,Mumbai,2024-02-24,1021,Success
MU010055,MU-1,Mumbai,2024-02-25,8239,Success
MU010056,MU-1,Mumbai,2024-02-26,5223,Success
MU010057,MU-1,Mumbai,2024-02-27,4306,Failed
MU010058,MU-1,Mumbai,2024-02-28,9231,Failed
MU010059,MU-1,Mumbai,2024-02-29,1982,Success
MU010060,MU-1,Mumbai,2024-03-01,1620,Success
MU010061,MU-1,Mumbai,2024-03-02,7449,Failed
MU010062,MU-1,Mumbai,2024-03-03,4453,Success
MU010063,MU-1,Mumbai,2024-03-04,5719,Failed
MU010064,MU-1,Mumbai,2024-03-05,6921,Failed
MU010065,MU-1,Mumbai,2024-03-06,1451,Failed
MU010066,MU-1,Mumbai,2024-03-07,6548,Failed
MU010067,MU-1,Mumbai,2024-03-08,7390,Failed
MU010068,MU-1,Mumbai,2024-03-09,908,Failed
MU010069,MU-1,Mumbai,2024-03-10,5751,Success
MU010070,MU-1,Mumbai,2024-03-11,4540,Success
MU010071,MU-1,Mumbai,2024-03-12,2906,Failed
MU010072,MU-1,Mumbai,2024-03-13,4405,Failed
MU010073,MU-1,Mumbai,2024-03-14,5048,Success
MU010074,MU-1,Mumbai,2024-03-15,2479,Success
MU010075,MU-1,Mumbai,2024-03-16,8150,Failed
MU010076,MU-1,Mumbai,2024-03-17,9073,Success
MU010077,MU-1,Mumbai,2024-03-18,8244,Success
MU010078,MU-1,Mumbai,2024-03-19,4075,Failed
MU010079,MU-1,Mumbai,2024-03-20,5515,Failed
MU010080,MU-1,Mumbai,2024-03-21,1079,Success
MU010081,MU-1,Mumbai,2024-03-22,5422,Failed
MU010082,MU-1,Mumbai,2024-03-23,6796,Failed
MU010083,MU-1,Mumbai,2024-03-24,6764,Success
MU010084,MU-1,Mumbai,2024-03-25,7412,Failed
MU010085,MU-1,Mumbai,2024-03-26,7504,Failed
