TransactionID,BranchID,City,Date,Amount,Status
MU030000,MU-3,Mumbai,2024-01-01,8689,Failed
MU030001,MU-3,Mumbai,2024-01-02,4159,Failed
MU030002,MU-3,Mumbai,2024-01-03,3673,Failed
MU030003,MU-3,Mumbai,2024-01-04,7402,Failed
MU030004,MU-3,Mumbai,2024-01-05,307,Success
MU030005,MU-3,Mumbai,2024-01-06,8031,Success
MU030006,MU-3,Mumbai,2024-01-07,4974,Failed
MU030007,MU-3,Mumbai,2024-01-08,9544,Success
MU030008,MU-3,Mumbai,2024-01-09,5737,Failed
MU030009,MU-3,Mumbai,2024-01-10,9350,Failed
MU030010,MU-3,Mumbai,2024-01-11,8390,Failed
MU030011,MU-3,Mumbai,2024-01-12,9229,Success
MU030012,MU-3,Mumbai,2024-01-13,2436,Success
MU030013,MU-3,Mumbai,2024-01-14,9153,Failed
MU030014,MU-3,Mumbai,2024-01-15,6638,Failed
MU030015,MU-3,Mumbai,2024-01-16,5031,Failed
MU030016,MU-3,Mumbai,2024-01-17,3603,Failed
MU030017,MU-3,Mumbai,2024-01-18,1088,Failed
MU030018,MU-3,Mumbai,2024-01-19,3897,Success
MU030019,MU-3,Mumbai,2024-01-20,2729,Failed
MU030020,MU-3,Mumbai,2024-01-21,871,Success
MU030021,MU-3,Mumbai,2024-01-22,1377,Success
MU030022,MU-3,Mumbai,2024-01-23,4227,Failed
MU030023,MU-3,Mumbai,2024-01-24,6068,Success
MU030024,MU-3,Mumbai,2024-01-25,1578,Success
MU030025,MU-3,Mumbai,2024-01-26,3929,Failed
MU030026,MU-3,Mumbai,2024-01-27,964,Success
MU030027,MU-3,Mumbai,2024-01-28,5698,Success
MU030028,MU-3,Mumbai,2024-01-29,598,Failed
MU030029,MU-3,Mumbai,2024-01-30,4197,Success
MU030030,MU-3,Mumbai,2024-01-31,9297,Success
MU030031,MU-3,Mumbai,2024-02-01,3470,Success
MU030032,MU-3,Mumbai,2024-02-02,8873,Success
MU030033,MU-3,Mumbai,2024-02-03,4296,Success
MU030034,MU-3,Mumbai,2024-02-04,2111,Failed
MU030035,MU-3,Mumbai,2024-02-05,1869,Failed
MU030036,MU-3,Mumbai,2024-02-06,4434,Success
MU030037,MU-3,Mumbai,2024-02-07,3038,Failed
MU030038,MU-3,Mumbai,2024-02-08,5769,Success
MU030039,MU-3,Mumbai,2024-02-09,1848,Failed
MU030040,MU-3,Mumbai,2024-02-10,7682,Success
MU030041,MU-3,Mumbai,2024-02-11,4476,Success
MU030042,MU-3,Mumbai,2024-02-12,2017,Success
MU030043,MU-3,Mumbai,2024-02-13,9425,Success
MU030044,MU-3,Mumbai,2024-02-14,5643,Success
MU030045,MU-3,Mumbai,2024-02-15,6255,Failed
MU030046,MU-3,Mumbai,2024-02-16,1920,Success
MU030047,MU-3,Mumbai,2024-02-17,7677,Success
MU030048,MU-3,Mumbai,2024-02-18,9397,Success
MU030049,MU-3,Mumbai,2024-02-19,1364,Failed
MU030050,MU-3,Mumbai,2024-02-20,7771,Failed
MU030051,MU-3,Mumbai,2024-02-21,7271,Success
MU030052,MU-3,Mumbai,2024-02-22,4912,Failed
MU030053,MU-3,Mumbai,2024-02-23,1421,Failed
MU030054,MU-3,Mumbai,2024-02-24,9528,Success
MU030055,MU-3,Mumbai,2024-02-25,1803,Success
MU030056,MU-3,Mumbai,2024-02-26,1248,Success
MU030057,MU-3,Mumbai,2024-02-27,3913,Success
MU030058,MU-3,Mumbai,2024-02-28,7087,Success
MU030059,MU-3,Mumbai,2024-02-29,7756,Success
MU030060,MU-3,Mumbai,2024-03-01,2430,Success
MU030061,MU-3,Mumbai,2024-03-02,6211,Failed
MU030062,MU-3,Mumbai,2024-03-03,7285,Success
MU030063,MU-3,Mumbai,2024-03-04,5958,Success
MU030064,MU-3,Mumbai,2024-03-05,2401,Success
MU030065,MU-3,Mumbai,2024-03-06,1821,Failed
MU030066,MU-3,Mumbai,2024-03-07,5347,Failed
MU030067,MU-3,Mumbai,2024-03-08,6082,Failed
MU030068,MU-3,Mumbai,2024-03-09,5337,Failed
MU030069,MU-3,Mumbai,2024-03-10,4495,Success
MU030070,MU-3,Mumbai,2024-03-11,3647,Success
MU030071,MU-3,Mumbai,2024-03-12,4163,Success
MU030072,MU-3,Mumbai,2024-03-13,9385,Failed
MU030073,MU-3,Mumbai,2024-03-14,8139,Failed
MU030074,MU-3,Mumbai,2024-03-15,1643,Failed
MU030075,MU-3,Mumbai,2024-03-16,5811,Failed
MU030076,MU-3,Mumbai,2024-03-17,3360,Failed
MU030077,MU-3,Mumbai,2024-03-18,3328,Failed
MU030078,MU-3,Mumbai,2024-03-19,4508,Failed
MU030079,MU-3,Mumbai,2024-03-20,8311,Failed
