TransactionID,BranchID,City,Date,Amount,Status
CH010000,CH-1,Chennai,2024-01-01,2007,Failed
CH010001,CH-1,Chennai,2024-01-02,149,Success
CH010002,CH-1,Chennai,2024-01-03,6417,Success
CH010003,CH-1,Chennai,2024-01-04,5514,Success
CH010004,CH-1,Chennai,2024-01-05,6477,Failed
CH010005,CH-1,Chennai,2024-01-06,6912,Failed
CH010006,CH-1,Chennai,2024-01-07,6344,Failed
CH010007,CH-1,Chennai,2024-01-08,3199,Success
CH010008,CH-1,Chennai,2024-01-09,9581,Success
CH010009,CH-1,Chennai,2024-01-10,9329,Failed
CH010010,CH-1,Chennai,2024-01-11,7303,Failed
CH010011,CH-1,Chennai,2024-01-12,4293,Success
CH010012,CH-1,Chennai,2024-01-13,3884,Success
CH010013,CH-1,Chennai,2024-01-14,8706,Failed
CH010014,CH-1,Chennai,2024-01-15,7319,Failed
CH010015,CH-1,Chennai,2024-01-16,2701,Failed
CH010016,CH-1,Chennai,2024-01-17,7301,Success
CH010017,CH-1,Chennai,2024-01-18,5117,Failed
CH010018,CH-1,Chennai,2024-01-19,4615,Failed
CH010019,CH-1,Chennai,2024-01-20,6219,Success
CH010020,CH-1,Chennai,2024-01-21,2762,Success
CH010021,CH-1,Chennai,2024-01-22,6670,Success
CH010022,CH-1,Chennai,2024-01-23,739,Failed
CH010023,CH-1,Chennai,2024-01-24,9529,Success
CH010024,CH-1,Chennai,2024-01-25,3272,Failed
CH010025,CH-1,Chennai,2024-01-26,4392,Success
CH010026,CH-1,Chennai,2024-01-27,4432,Success
CH010027,CH-1,Chennai,2024-01-28,7337,Success
CH010028,CH-1,Chennai,2024-01-29,1407,Failed
CH010029,CH-1,Chennai,2024-01-30,4184,Success
CH010030,CH-1,Chennai,2024-01-31,2773,Success
CH010031,CH-1,Chennai,2024-02-01,5720,Success
CH010032,CH-1,Chennai,2024-02-02,437,Failed
CH010033,CH-1,Chennai,2024-02-03,4443,Failed
CH010034,CH-1,Chennai,2024-02-04,898,Failed
CH010035,CH-1,Chennai,2024-02-05,9652,Success
CH010036,CH-1,Chennai,2024-02-06,9360,Failed
CH010037,CH-1,Chennai,2024-02-07,194,Success
CH010038,CH-1,Chennai,2024-02-08,8864,Failed
CH010039,CH-1,Chennai,2024-02-09,9719,Failed
CH010040,CH-1,Chennai,2024-02-10,7316,Failed
CH010041,CH-1,Chennai,2024-02-11,4536,Success
CH010042,CH-1,Chennai,2024-02-12,8560,Failed
CH010043,CH-1,Chennai,2024-02-13,5437,Success
CH010044,CH-1,Chennai,2024-02-14,8306,Success
CH010045,CH-1,Chennai,2024-02-15,3698,Failed
CH010046,CH-1,Chennai,2024-02-16,4455,Failed
CH010047,CH-1,Chennai,2024-02-17,3754,Failed
CH010048,CH-1,Chennai,2024-02-18,5127,Success
CH010049,CH-1,Chennai,2024-02-19,397,Failed
CH010050,CH-1,Chennai,2024-02-20,4576,Failed
CH010051,CH-1,Chennai,2024-02-21,5063,Success
CH010052,CH-1,Chennai,2024-02-22,6395,Failed
CH010053,CH-1,Chennai,2024-02-23,5129,Failed
CH010054,CH-1,Chennai,2024-02-24,778,Failed
CH010055,CH-1,Chennai,2024-02-25,7186,Success
CH010056,CH-1,Chennai,2024-02-26,3951,Failed
CH010057,CH-1,Chennai,2024-02-27,994,Success
CH010058,CH-1,Chennai,2024-02-28,142,Success
CH010059,CH-1,Chennai,2024-02-29,6152,Success
CH010060,CH-1,Chennai,2024-03-01,3627,Failed
CH010061,CH-1,Chennai,2024-03-02,3666,Success
CH010062,CH-1,Chennai,2024-03-03,6363,Success
CH010063,CH-1,Chennai,2024-03-04,2499,Success
CH010064,CH-1,Chennai,2024-03-05,8026,Success
CH010065,CH-1,Chennai,2024-03-06,1100,Success
CH010066,CH-1,Chennai,2024-03-07,283,Failed
CH010067,CH-1,Chennai,2024-03-08,2243,Success
CH010068,CH-1,Chennai,2024-03-09,8337,Failed
CH010069,CH-1,Chennai,2024-03-10,3655,Failed
CH010070,CH-1,Chennai,2024-03-11,7043,Failed
CH010071,CH-1,Chennai,2024-03-12,5498,Success
CH010072,CH-1,Chennai,2024-03-13,376,Failed
CH010073,CH-1,Chennai,2024-03-14,3394,Failed
CH010074,CH-1,Chennai,2024-03-15,1714,Failed
CH010075,CH-1,Chennai,2024-03-16,6866,Failed
CH010076,CH-1,Chennai,2024-03-17,6778,Failed
CH010077,CH-1,Chennai,2024-03-18,4618,Success
CH010078,CH-1,Chennai,2024-03-19,5758,Success
CH010079,CH-1,Chennai,2024-03-20,6887,Failed
CH010080,CH-1,Chennai,2024-03-21,9938,Failed
CH010081,CH-1,Chennai,2024-03-22,164,Failed
CH010082,CH-1,Chennai,2024-03-23,9708,Failed
CH010083,CH-1,Chennai,2024-03-24,3933,Failed
CH010084,CH-1,Chennai,2024-03-25,2866,Success
CH010085,CH-1,Chennai,2024-03-26,3080,Failed
CH010086,CH-1,Chennai,2024-03-27,5498,Failed
CH010087,CH-1,Chennai,2024-03-28,337,Success
CH010088,CH-1,Chennai,2024-03-29,9826,Success
CH010089,CH-1,Chennai,2024-03-30,8312,Success
CH010090,CH-1,Chennai,2024-03-31,2054,Success
CH010091,CH-1,Chennai,2024-04-01,4478,Failed
CH010092,CH-1,Chennai,2024-04-02,3735,Success
CH010093,CH-1,Chennai,2024-04-03,4959,Failed
CH010094,CH-1,Chennai,2024-04-04,670,Success
CH010095,CH-1,Chennai,2024-04-05,2293,Success
CH010096,CH-1,Chennai,2024-04-06,1049,Success
CH010097,CH-1,Chennai,2024-04-07,1610,Success
CH010098,CH-1,Chennai,2024-04-08,2261,Success
CH010099,CH-1,Chennai,2024-04-09,2852,Failed
CH010100,CH-1,Chennai,2024-04-10,5980,Success
CH010101,CH-1,Chennai,2024-04-11,3461,Success
CH010102,CH-1,Chennai,2024-04-12,1835,Failed
CH010103,CH-1,Chennai,2024-04-13,3080,Success
CH010104,CH-1,Chennai,2024-04-14,3269,Success
CH010105,CH-1,Chennai,2024-04-15,7926,Success
CH010106,CH-1,Chennai,2024-04-16,604,Success
CH010107,CH-1,Chennai,2024-04-17,473,Failed
CH010108,CH-1,Chennai,2024-04-18,1608,Failed
CH010109,CH-1,Chennai,2024-04-19,3460,Failed
CH010110,CH-1,Chennai,2024-04-20,2349,Failed
CH010111,CH-1,Chennai,2024-04-21,9495,Failed
CH010112,CH-1,Chennai,2024-04-22,3792,Failed
CH010113,CH-1,Chennai,2024-04-23,1460,Success
CH010114,CH-1,Chennai,2024-04-24,2163,Failed
CH010115,CH-1,Chennai,2024-04-25,4925,Success
CH010116,CH-1,Chennai,2024-04-26,9570,Success
CH010117,CH-1,Chennai,2024-04-27,7828,Success
CH010118,CH-1,Chennai,2024-04-28,2885,Success
CH010119,CH-1,Chennai,2024-04-29,4081,Failed
CH010120,CH-1,Chennai,2024-04-30,713,Success
CH010121,CH-1,Chennai,2024-05-01,6580,Success
CH010122,CH-1,Chennai,2024-05-02,7958,Success
CH010123,CH-1,Chennai,2024-05-03,9423,Success
CH010124,CH-1,Chennai,2024-05-04,653,Success
CH010125,CH-1,Chennai,2024-05-05,6180,Failed
CH010126,CH-1,Chennai,2024-05-06,7749,Success
CH010127,CH-1,Chennai,2024-05-07,3428,Failed
CH010128,CH-1,Chennai,2024-05-08,4998,Success
CH010129,CH-1,Chennai,2024-05-09,149,Success
CH010130,CH-1,Chennai,2024-05-10,6016,Failed
CH010131,CH-1,Chennai,2024-05-11,183,Success
CH010132,CH-1,Chennai,2024-05-12,5459,Success
CH010133,CH-1,Chennai,2024-05-13,7360,Failed
CH010134,CH-1,Chennai,2024-05-14,1133,Success
CH010135,CH-1,Chennai,2024-05-15,2889,Success
CH010136,CH-1,Chennai,2024-05-16,6502,Failed
CH010137,CH-1,Chennai,2024-05-17,2990,Success
CH010138,CH-1,Chennai,2024-05-18,2400,Failed
CH010139,CH-1,Chennai,2024-05-19,3129,Failed
CH010140,CH-1,Chennai,2024-05-20,2725,Failed
CH010141,CH-1,Chennai,2024-05-21,6977,Success
CH010142,CH-1,Chennai,2024-05-22,629,Failed
CH010143,CH-1,Chennai,2024-05-23,9060,Success
CH010144,CH-1,Chennai,2024-05-24,5660,Failed
CH010145,CH-1,Chennai,2024-05-25,9113,Failed
CH010146,CH-1,Chennai,2024-05-26,5093,Success
CH010147,CH-1,Chennai,2024-05-27,5260,Success
CH010148,CH-1,Chennai,2024-05-28,6025,Success
CH010149,CH-1,Chennai,2024-05-29,6157,Success
CH010150,CH-1,Chennai,2024-05-30,5202,Failed
CH010151,CH-1,Chennai,2024-05-31,887,Success
CH010152,CH-1,Chennai,2024-06-01,654,Success
CH010153,CH-1,Chennai,2024-06-02,9533,Failed
CH010154,CH-1,Chennai,2024-06-03,4510,Failed
CH010155,CH-1,Chennai,2024-06-04,5204,Failed
CH010156,CH-1,Chennai,2024-06-05,8760,Success
CH010157,CH-1,Chennai,2024-06-06,9591,Success
CH010158,CH-1,Chennai,2024-06-07,749,Failed
CH010159,CH-1,Chennai,2024-06-08,7149,Success
CH010160,CH-1,Chennai,2024-06-09,563,Success
CH010161,CH-1,Chennai,2024-06-10,4756,Failed
CH010162,CH-1,Chennai,2024-06-11,5461,Success
CH010163,CH-1,Chennai,2024-06-12,8808,Failed
CH010164,CH-1,Chennai,2024-06-13,5701,Success
CH010165,CH-1,Chennai,2024-06-14,7476,Success
CH010166,CH-1,Chennai,2024-06-15,7709,Failed
CH010167,CH-1,Chennai,2024-06-16,8873,Success
