TransactionID,BranchID,City,Date,Amount,Status
CH020000,CH-2,Chennai,2024-01-01,9064,Success
CH020001,CH-2,Chennai,2024-01-02,626,Failed
CH020002,CH-2,Chennai,2024-01-03,4942,Success
CH020003,CH-2,Chennai,2024-01-04,336,Success
CH020004,CH-2,Chennai,2024-01-05,8915,Failed
CH020005,CH-2,Chennai,2024-01-06,2043,Failed
CH020006,CH-2,Chennai,2024-01-07,486,Failed
CH020007,CH-2,Chennai,2024-01-08,7535,Failed
CH020008,CH-2,Chennai,2024-01-09,3049,Failed
CH020009,CH-2,Chennai,2024-01-10,563,Success
CH020010,CH-2,Chennai,2024-01-11,4242,Failed
CH020011,CH-2,Chennai,2024-01-12,9098,Failed
CH020012,CH-2,Chennai,2024-01-13,4740,Success
CH020013,CH-2,Chennai,2024-01-14,308,Failed
CH020014,CH-2,Chennai,2024-01-15,7718,Success
CH020015,CH-2,Chennai,2024-01-16,4178,Failed
CH020016,CH-2,Chennai,2024-01-17,7152,Success
CH020017,CH-2,Chennai,2024-01-18,3703,Success
CH020018,CH-2,Chennai,2024-01-19,2104,Success
CH020019,CH-2,Chennai,2024-01-20,5156,Failed
CH020020,CH-2,Chennai,2024-01-21,6050,Success
CH020021,CH-2,Chennai,2024-01-22,5530,Failed
CH020022,CH-2,Chennai,2024-01-23,9951,Failed
CH020023,CH-2,Chennai,2024-01-24,3098,Failed
CH020024,CH-2,Chennai,2024-01-25,4772,Success
CH020025,CH-2,Chennai,2024-01-26,9189,Success
CH020026,CH-2,Chennai,2024-01-27,8379,Success
CH020027,CH-2,Chennai,2024-01-28,1903,Success
CH020028,CH-2,Chennai,2024-01-29,3436,Failed
CH020029,CH-2,Chennai,2024-01-30,6866,Failed
CH020030,CH-2,Chennai,2024-01-31,5983,Failed
CH020031,CH-2,Chennai,2024-02-01,6097,Failed
CH020032,CH-2,Chennai,2024-02-02,6471,Failed
CH020033,CH-2,Chennai,2024-02-03,8419,Failed
CH020034,CH-2,Chennai,2024-02-04,9945,Failed
CH020035,CH-2,Chennai,2024-02-05,6584,Success
CH020036,CH-2,Chennai,2024-02-06,9221,Failed
CH020037,CH-2,Chennai,2024-02-07,3769,Success
CH020038,CH-2,Chennai,2024-02-08,3257,Failed
CH020039,CH-2,Chennai,2024-02-09,5270,Success
CH020040,CH-2,Chennai,2024-02-10,8456,Failed
CH020041,CH-2,Chennai,2024-02-11,7590,Success
CH020042,CH-2,Chennai,2024-02-12,2097,Success
CH020043,CH-2,Chennai,2024-02-13,1284,Success
CH020044,CH-2,Chennai,2024-02-14,5671,Failed
CH020045,CH-2,Chennai,2024-02-15,7300,Success
CH020046,CH-2,Chennai,2024-02-16,2975,Failed
CH020047,CH-2,Chennai,2024-02-17,3820,Success
CH020048,CH-2,Chennai,2024-02-18,9245,Success
CH020049,CH-2,Chennai,2024-02-19,6835,Failed
CH020050,CH-2,Chennai,2024-02-20,3253,Success
CH020051,CH-2,Chennai,2024-02-21,5684,Failed
CH020052,CH-2,Chennai,2024-02-22,1634,Failed
CH020053,CH-2,Chennai,2024-02-23,8403,Failed
CH020054,CH-2,Chennai,2024-02-24,531,Success
CH020055,CH-2,Chennai,2024-02-25,6002,Success
CH020056,CH-2,Chennai,2024-02-26,4728,Success
CH020057,CH-2,Chennai,2024-02-27,1179,Failed
CH020058,CH-2,Chennai,2024-02-28,759,Success
CH020059,CH-2,Chennai,2024-02-29,4498,Failed
CH020060,CH-2,Chennai,2024-03-01,3271,Failed
CH020061,CH-2,Chennai,2024-03-02,220,Failed
CH020062,CH-2,Chennai,2024-03-03,3247,Success
CH020063,CH-2,Chennai,2024-03-04,6254,Success
CH020064,CH-2,Chennai,2024-03-05,2585,Failed
CH020065,CH-2,Chennai,2024-03-06,1645,Success
CH020066,CH-2,Chennai,2024-03-07,6270,Success
CH020067,CH-2,Chennai,2024-03-08,527,Success
CH020068,CH-2,Chennai,2024-03-09,398,Success
CH020069,CH-2,Chennai,2024-03-10,5200,Success
CH020070,CH-2,Chennai,2024-03-11,2555,Success
CH020071,CH-2,Chennai,2024-03-12,9274,Failed
CH020072,CH-2,Chennai,2024-03-13,2143,Failed
CH020073,CH-2,Chennai,2024-03-14,9751,Success
CH020074,CH-2,Chennai,2024-03-15,1944,Success
CH020075,CH-2,Chennai,2024-03-16,165,Success
CH020076,CH-2,Chennai,2024-03-17,7281,Success
CH020077,CH-2,Chennai,2024-03-18,2987,Success
CH020078,CH-2,Chennai,2024-03-19,5851,Failed
CH020079,CH-2,Chennai,2024-03-20,5645,Failed
CH020080,CH-2,Chennai,2024-03-21,9215,Success
CH020081,CH-2,Chennai,2024-03-22,2324,Success
CH020082,CH-2,Chennai,2024-03-23,2305,Failed
CH020083,CH-2,Chennai,2024-03-24,8562,Success
CH020084,CH-2,Chennai,2024-03-25,8179,Failed
CH020085,CH-2,Chennai,2024-03-26,3896,Success
CH020086,CH-2,Chennai,2024-03-27,9860,Success
CH020087,CH-2,Chennai,2024-03-28,6729,Failed
CH020088,CH-2,Chennai,2024-03-29,9754,Success
CH020089,CH-2,Chennai,2024-03-30,3368,Failed
CH020090,CH-2,Chennai,2024-03-31,5230,Success
CH020091,CH-2,Chennai,2024-04-01,480,Failed
CH020092,CH-2,Chennai,2024-04-02,267,Failed
CH020093,CH-2,Chennai,2024-04-03,4153,Success
